poet,poet_slug,source_poet_label,attributed_century,within_poet_rank,source_record_id,book_title,poem_title,hemistich_1,hemistich_2,symbolism_score,imagery_score,figurative_score,music_score,compression_score,emotion_score,structure_score,novelty_score,overall_score,within_poet_percentile
صائب تبریزی,saeb-tabrizi,صائب تبریزی,11,10,541214,غزلیات,غزل شماره ۳۱۳۰,دل ظالم از آب چشم مظلومان نیندیشد,ز اشک هیزم تر آتش سوزان نیندیشد,98.37,97.79,86.67,97,91.25,86.71,89.59,71.18,91.33,99.98838064990898
فیض کاشانی,feiz-kashani,فیض کاشانی,11,1,477674,رباعیات,رباعی شماره ۴۶,مهرت سرشته حق در آب و گل من,جا کرده چه جان بتن در آب و گل من,99.85,88.72,87.48,97.89,87.42,75.28,95.11,64.67,88.65,100
فیض کاشانی,feiz-kashani,فیض کاشانی,11,2,473201,غزلیات,غزل شماره ۵۳۴,جان منزل جانان عشق دل عرصه جولان عشق,تن زخمی چوکان عشق سر گوش در میدان عشق,96.4,96.55,79,94.25,96.8,93.8,94.44,23.69,87.45,99.98979800040809
فیض کاشانی,feiz-kashani,فیض کاشانی,11,3,468122,غزلیات,غزل شماره ۲۴,آفتاب وصل جانان بر نمی آید مرا,وین شب تاریک هجران سرنمی آید مرا,98.96,78.97,85.38,97.87,98.1,56.08,91.14,63.65,85.41,99.97959600081616
فیض کاشانی,feiz-kashani,فیض کاشانی,11,4,471648,غزلیات,غزل شماره ۳۷۵,این دل پختگان عشق جانب حق همی رود,وان دل زاهدان خام سخت صبور میرود,94.31,75.92,79,85.08,99.5,80.12,73.21,90.98,85.27,99.96939400122425
فیض کاشانی,feiz-kashani,فیض کاشانی,11,5,474236,غزلیات,غزل شماره ۶۳۴,شب تار است روز من بیا خورشید تابانم,روان سوز است سوز من بیا ای راحت جانم,99.85,98.76,98.69,84.19,99.91,33.24,87.04,61.35,85.25,99.95919200163232
فیض کاشانی,feiz-kashani,فیض کاشانی,11,6,471605,غزلیات,غزل شماره ۳۷۱,دل که در وی درد نبود کی دلست,جان چه سوزی نبودش کی جان بود,98.62,90.72,97.29,73.11,99.41,90.81,95.16,5.95,85.22,99.9489900020404
فیض کاشانی,feiz-kashani,فیض کاشانی,11,7,476926,غزلیات,غزل شماره ۸۹۲,در جان عاشق آذری بر روی معشوق آب و رنگ,بر روی معشوق آب و رنگ در جان عاشق آذری,98.73,87.42,95.44,77.78,83.04,92.42,99.57,17.46,84.68,99.93878800244848
فیض کاشانی,feiz-kashani,فیض کاشانی,11,8,474932,غزلیات,غزل شماره ۶۹۸,ای خدا عشقی که دل بر آتشش بریان کنیم,ماه سیمایی که جان از مهر او تابان کنیم,99.24,69.44,85.38,92.8,93.64,81.2,89.72,36.44,83.6,99.92858600285656
فیض کاشانی,feiz-kashani,فیض کاشانی,11,9,475585,غزلیات,غزل شماره ۷۶۱,مهرت بجان بهار دل داغدار من,از مهر جان خزان نپذیرد بهار من,99.91,24.59,85.38,90.69,93.59,89.7,96.28,96.79,83.52,99.91838400326463
فیض کاشانی,feiz-kashani,فیض کاشانی,11,10,476268,غزلیات,غزل شماره ۸۳۱,یکنظر کن در جهان آب و گل از روی لطف,دوستان را گل برافشان دشمنان را خار ده,99.08,88.72,98.18,38.43,99.81,96.94,71,58.22,83.33,99.90818200367272
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,1,586156,رباعیات,رباعی شماره ۱۱,یارب رود از تنم اگر جان چه شود,وز رفتن جان رهم ز هجران چه شود,95.59,73.41,79,97.46,88.12,88.03,94.7,97.71,88.72,100
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,2,585236,غزلیات,غزل شماره ۸۰,روز و شب خون جگر می‌خورم از درد جدایی,ناگوار است به من زندگی ، ای مرگ کجایی,94.09,69.44,97.29,76.26,99.88,96.94,66.67,88.89,87.02,99.93650793650794
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,3,586162,رباعیات,رباعی شماره ۱۴,باز آی و به کوی فرقتم فرد نگر,وز درد فراق چهره‌ام زرد نگر,73.34,97.79,57.7,90.41,98.1,88.43,85.05,90.29,84.04,99.87301587301587
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,4,585804,ماده تاریخ‌ها,شماره ۶,دیده ایام ریخت از غم او سیل خون,بر سر عالم فشاند ماتم او خاک غم,98.51,73.41,85.38,43.71,98.05,97.77,78.52,88.13,82.91,99.80952380952381
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,5,586174,رباعیات,رباعی شماره ۲۰,دلخسته‌ام از ناوک دلدوز فراق,جان سوخته از آتش دلسوز فراق,96.53,24.59,79,93.9,92.66,91.67,89.58,97.81,82.13,99.74603174603175
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,6,585122,غزلیات,غزل شماره ۵۸,در وصل چو هجر سوزدم جان,از درد به جانم از دوا هم,86.92,81.39,92.66,52.48,87.26,89.7,83.33,56.87,79.81,99.68253968253968
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,7,585846,ماده تاریخ‌ها,شماره ۱۱,رفت و سیل اشک جاری شد ز چشم مرد و زن,رفت و جوی خون روان از دیده پیر و جوان,87.91,87.03,95.84,56.34,82.48,96.15,89.37,20.79,79.56,99.61904761904762
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,8,584873,غزلیات,غزل شماره ۱۲,روز وصلم به تن آرام نباشد جان را,که دمادم کند اندیشه شب هجران را,95.13,24.59,97.29,87.07,99.91,85.93,77.36,56.53,79.39,99.55555555555556
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,9,585773,ماده تاریخ‌ها,شماره ۴,کز جداییش روز روشن خلق,گشت تاریک چون شب دیجور,88.96,94.71,97.29,36.23,85.2,90.24,66.67,59.27,79.09,99.4920634920635
هاتف اصفهانی,hatef-esfahani,هاتف اصفهانی,12,10,585127,غزلیات,غزل شماره ۵۹,مپرس ای گل ز من کز گلشن کویت چسان رفتم,چو بلبل زین چمن با ناله و آه و فغان رفتم,86.84,95.47,85.38,92.19,16.13,75.11,87.47,86.46,78.72,99.42857142857143
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,1,589096,غزلیات,غزل شماره ۲۴۹,عاشقی کز خون دل جام شرابش می‌دهند,چشم تر، اشک روان، حال خرابش می‌دهند,96.82,78.97,83.88,96.9,84.96,99.67,89.31,84.93,89.89,100
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,2,588572,غزلیات,غزل شماره ۲۰۳,سنبل ز بوی زلفت بی صبر و بی سکون شد,نرگس به یاد چشمت رنجور و ناتوان شد,77.57,96.11,90.15,86.48,90.57,81.2,74.26,86.27,85.6,99.98286497601097
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,3,590038,غزلیات,غزل شماره ۳۳۳,تیره شد روزم و افزود غم جان سوزم,هر چه افزون ز پی ناله شب گیر شدم,98.63,96.55,99.72,43.91,99.94,92.89,50.67,87.02,85.53,99.96572995202193
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,4,589988,غزلیات,غزل شماره ۳۲۹,جانی که خلاص از شب هجران تو کردم,در روز وصال تو به قربان تو کردم,94.63,24.59,97.29,95.7,99.25,97.68,81.53,84.59,84.42,99.94859492803289
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,5,588519,غزلیات,غزل شماره ۱۹۹,هر دلی کز عشق ماهی اندرو راهی نباشد,کشوری ویرانه دانش کاندرو شاهی نباشد,91.55,78.97,79,96.26,99.18,56.08,84.61,86.51,84.39,99.93145990404386
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,6,592036,غزلیات,غزل شماره ۵۱۶,برق عشقت کفر و ایمان مرا یکسر بسوخت,کز رخ و گیسو بلای کفر و ایمانم تویی,97.97,70.78,97.29,43.67,99.9,84.09,74.42,98.05,83.15,99.91432488005483
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,7,592032,غزلیات,غزل شماره ۵۱۶,چون نرقصد جانم از شادی که جانانم تویی,محرم دل مطلب تن مقصد جانم تویی,88.64,24.59,92.66,96.15,98.21,94.59,95.13,62.75,81.6,99.8971898560658
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,8,590736,غزلیات,غزل شماره ۳۹۶,گشت فراق و وصل تو مرگ و بقای عاشقان,کشتی و زنده ساختی ای تو خدای عاشقان,82.04,24.59,94.87,97.03,99.83,98.99,89.05,62.8,81.08,99.88005483207677
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,9,587719,غزلیات,غزل شماره ۱۲۳,فریاد که جز اشک شب و آه سحرگاه,اندر سفر عشق مرا هم سفری نیست,94.31,75.92,79,47.61,91.71,98.14,69.15,86.41,80.56,99.86291980808774
فروغی بسطامی,forughi-bastami,فروغی بسطامی,13,10,587189,غزلیات,غزل شماره ۷۵,مرگ بر بالین وجانان غافل است,جان بدین سختی سپردن مشکل است,93.58,84.15,79,89.27,96.15,18.41,92.14,90.17,80.52,99.8457847840987
قاآنی,qaani,قاآنی,13,1,594254,قصاید,قصیده شماره ۳۹ - و له ایضا فی مدحه,کفر صورت چست درد فقر و سوز عاشقی,درد آن و سوز این الحق عجب جان پرورست,95.17,96.23,95.44,45.8,97.09,99.89,83.85,96.55,88.45,100
قاآنی,qaani,قاآنی,13,2,602089,قصاید,قصیده شماره ۱۹۴ - در ستایش شاهزاد‌ه رضوان و ساده حسنعلی میرزا طاب ا‌لله ثراه گوید,بود چون روز شامم با وصال روی چون ماهش,. شود چون شام روزم از فراق مهر تابانش,95.17,70.78,99.95,74.73,87.74,99.49,92.51,71.08,87.05,99.99509202453987
قاآنی,qaani,قاآنی,13,3,594525,قصاید,قصیده شماره ۴۴ - و له ایضا فی مدحه,گریه مطر اشک قطره دیده سحابست,عشق شرر شوق شعله سینه تنورست,97.56,84.15,79,67.89,99.69,99.16,62.6,88.67,85.87,99.99018404907976
قاآنی,qaani,قاآنی,13,4,606811,قصاید,قصیده شماره ۲۸۷ - در مدح شجاع السلطنه حسنعلی میرزا,رود آمون‌ گشت هامون ز اشک جیحون‌زای من,رشک سیحون شد زمین از چشم خون پالای من,93.24,70.78,83.88,87.35,75.78,93.61,77.9,97.54,85.03,99.98527607361963
قاآنی,qaani,قاآنی,13,5,610548,مسمطات,در مدح و ستایش اختر شهریاری و صدف گوهر تاجداری سترکبری و مهدعلیا مام خجسته شهریار کامگارناصرالدین شاه قاجار ادام‌الله اقباله گوید,جهان پر ملال را بهشت خرمی تویی,به جان غم رسیدگان بهار بیغمی تویی,98.2,24.59,85.38,93.25,99.18,95.24,89.16,98.29,84.45,99.98036809815952
قاآنی,qaani,قاآنی,13,6,605429,قصاید,قصیده شماره ۲۵۶ - در مدح شاهزاه آزاد‌ه هلاکوخان بن شجاع السلطنه,نه چهره روح مجسم چه چهره چهره ساقی,نه ناله عیش مصور چه ناله ناله ارغن,84.17,99.95,57.7,76.62,86.08,96.15,96.69,85.67,84.4,99.97546012269939
قاآنی,qaani,قاآنی,13,7,608122,قصاید,قصیده شماره ۳۱۴ - در ستایش وزیر بی نظیر میرزا ابواقاسم قایم مقام فرماید,چو شهد عهد تو در کام دوستان شیرین,چو زهر قهر تو در جان دشمنان جانکاه,85.16,94.13,99.92,31.01,99.87,97.68,84.9,84.94,84.13,99.97055214723926
قاآنی,qaani,قاآنی,13,8,610399,غزلیات,غزل شماره ۶۹,تو ماهی و دل‌ها عزیزست که هرسو,بر خاک طپد از غم عشق تو چو ماهی,93.58,90.11,96.52,40.87,90.25,94.04,75.01,85,83.61,99.96564417177915
قاآنی,qaani,قاآنی,13,9,595253,قصاید,قصیده شماره ۶۳ - در مدح شجاع‌السلطنه حسنعلی میرزا گوید,باد نوروزی شمیم عطر جان می‌آورد,در چمن ‌از مشک چین صد کاروان می‌آورد,91.55,91.62,79,96.25,99.18,18.41,82.51,97.59,82.36,99.96073619631902
قاآنی,qaani,قاآنی,13,10,609895,غزلیات,غزل شماره ۲۵,رفتند دوستان و کم از بیش و کم نماند,روزم سیاه گشت و برم سایه هم نماند,82.59,89.56,83.29,93.79,85.78,84.09,91.67,25.33,81.94,99.9558282208589
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,1,613226,غزلیات,غزل شماره ۵۲,سوزد از آتش عشق تو دلم شمع صفت,نی چگویم که چو شمعم بدرون آب کجاست,96.21,73.41,99.63,55.49,99.95,84.19,76.16,61.03,82.38,100
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,2,613526,غزلیات,غزل شماره ۸۵,بر خیال رخ آنماه درخشان همه شب,دارد اسرار ز اشک اختر رخشانی چند,98.2,78.97,85.38,35.78,99.55,97.61,57.74,97.19,81.75,99.9437570303712
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,3,612851,غزلیات,غزل شماره ۱۲,گرمه من برافکند از رخ خود نقاب را,گوشه نشین کند ز غم خسرو آفتاب را,90.04,73.41,79,87.93,93.04,46.91,81.55,96.89,80.92,99.8875140607424
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,4,613516,غزلیات,غزل شماره ۸۵,خورد چشم سیهت خون مسلمانی چند,کرد ویران نگهت خانه ایمانی چند,84.17,84.15,57.7,96.16,98.53,67.28,91.48,57.64,80.3,99.83127109111362
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,5,612968,غزلیات,غزل شماره ۲۴,تا شدی آینه مهر رخت سینه ما,می‌دهد تاب به مهر فلک آیینه ما,95.4,78.97,27.66,91.83,65.21,88.43,91,86.66,77.61,99.77502812148481
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,6,614304,غزلیات,غزل شماره ۱۷۸,بلب آمد ز درد بی دوا جان ساقیا جامی,بشد بنیاد دل زیر و زبر مطرب بم وزیری,92.04,88.72,79,53.45,99.39,41.78,64.4,97.67,77.44,99.71878515185601
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,7,613939,غزلیات,غزل شماره ۱۳۴,چولاله بی گل روی تو داغم,بود زهر از فراقت در ایاغم,77.57,98.59,57.7,76.79,86.56,67.28,60.64,93.88,77.42,99.66254218222723
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,8,613135,غزلیات,غزل شماره ۴۱,ز فغانم ز فراق رخ و زلفت بفغان,سگ کویت همه شب تا سحری نیست که نیست,98.29,70.78,85.38,34.29,93.93,75.7,55.29,96.39,76.85,99.60629921259843
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,9,613242,غزلیات,غزل شماره ۵۴,هندوی خال رخش باج ز عنبر گرفت,پسته جان پرورش شهد ز شکر گرفت,82.25,99.35,57.7,90.79,99.18,0,90.56,90.52,75.89,99.55005624296963
ملا هادی سبزواری,molla-hadi-sabzevari,ملا هادی سبزواری,13,10,613280,غزلیات,غزل شماره ۵۸,مرا از عشق دل لبریز خون است,چو اخگر کز محبت در درون است,82.25,24.59,92.66,92.42,92.54,95.24,94.05,20.34,75.84,99.49381327334083
احمد شاملو,ahmad-shamlou,احمد شاملو,14,1,656393,هوای تازه,غزل بزرگ,حباب سیاه دنیای چشمش در اشک غلتید.,روح‌ها درد کشیدند و ابرهای ظلم برق زد.,99.54,99.16,87.48,41.33,99.66,87.06,38.42,99.48,83.27,100
احمد شاملو,ahmad-shamlou,احمد شاملو,14,2,657193,لحظه‌ها و همیشه,انگیزه‌های خاموشی,و روح تاریکی بر قالب خاک منتشر بود,و هر چیز بسودنی دستمایه‌ی وهمی دیگرگونه بود,97.56,73.41,85.38,86.53,95.59,0,92.61,99.91,78.78,99.96696399074992
